species_1,species_2,species_pair,genomes_species_1,genomes_species_2,within_individual_genome_pairs,between_individual_genome_pairs,total_genome_pairs,n_individuals_with_both_species,within_HGT,between_HGT,within_HGT_rate,between_HGT_rate
48_1,99_1,48_1-99_1,3,2,0,6,6,0,0,0,0,0
48_1,99_2,48_1-99_2,3,21,0,63,63,0,0,0,0,0
48_1,9_1,48_1-9_1,3,2,0,6,6,0,0,0,0,0
48_1,9_2,48_1-9_2,3,22,0,66,66,0,0,0,0,0
48_2,4_1,48_2-4_1,1128,5,14,5626,5640,3,8,1233,0.571428571429,0.219161038038
48_2,4_2,48_2-4_2,1128,5,10,5630,5640,2,6,619,0.6,0.109946714032
48_2,4_3,48_2-4_3,1128,16,25,18023,18048,6,9,4654,0.36,0.258225600621
48_2,50_1,48_2-50_1,1128,56,155,63013,63168,25,126,19787,0.812903225806,0.314014568422
48_2,51_1,48_2-51_1,1128,29,39,32673,32712,17,22,10242,0.564102564103,0.31346983748
48_2,52_1,48_2-52_1,1128,68,176,76528,76704,29,90,15012,0.511363636364,0.196163495714
48_2,54_1,48_2-54_1,1128,3,2,3382,3384,1,0,0,0,0
48_2,55_1,48_2-55_1,1128,5,16,5624,5640,2,0,0,0,0
48_2,57_1,48_2-57_1,1128,2,3,2253,2256,2,0,0,0,0
48_2,62_1,48_2-62_1,1128,8,29,8995,9024,3,0,0,0,0
48_2,66_1,48_2-66_1,1128,2,0,2256,2256,0,0,0,0,0
48_2,66_2,48_2-66_2,1128,4,4,4508,4512,2,0,0,0,0
48_2,66_3,48_2-66_3,1128,44,37,49595,49632,5,0,0,0,0
48_2,66_4,48_2-66_4,1128,20,36,22524,22560,4,0,0,0,0
48_2,66_5,48_2-66_5,1128,2547,4346,2868670,2873016,288,14,642,0.00322135296825,0.000223797090638
48_2,67_1,48_2-67_1,1128,2,4,2252,2256,1,0,0,0,0
48_2,67_2,48_2-67_2,1128,15,8,16912,16920,1,0,0,0,0
48_2,68_1,48_2-68_1,1128,3,0,3384,3384,0,0,0,0,0
48_2,69_1,48_2-69_1,1128,20,96,22464,22560,4,0,0,0,0
48_2,69_2,48_2-69_2,1128,2,5,2251,2256,2,0,0,0,0
48_2,69_3,48_2-69_3,1128,6,23,6745,6768,4,0,0,0,0
48_2,70_1,48_2-70_1,1128,6,0,6768,6768,0,0,0,0,0
48_2,71_1,48_2-71_1,1128,2,3,2253,2256,2,0,0,0,0
48_2,72_1,48_2-72_1,1128,13,12,14652,14664,6,1,0,0.0833333333333,0
48_2,74_1,48_2-74_1,1128,4,4,4508,4512,2,0,0,0,0
48_2,75_1,48_2-75_1,1128,13,28,14636,14664,2,0,0,0,0
48_2,76_1,48_2-76_1,1128,3,1,3383,3384,1,0,0,0,0
48_2,76_2,48_2-76_2,1128,59,49,66503,66552,9,0,0,0,0
48_2,76_3,48_2-76_3,1128,8,16,9008,9024,6,0,0,0,0
48_2,77_1,48_2-77_1,1128,2,4,2252,2256,1,0,0,0,0
48_2,77_2,48_2-77_2,1128,15,6,16914,16920,2,0,0,0,0
48_2,78_1,48_2-78_1,1128,6,4,6764,6768,1,0,0,0,0
48_2,78_2,48_2-78_2,1128,4,4,4508,4512,1,0,0,0,0
48_2,78_3,48_2-78_3,1128,11,24,12384,12408,3,0,0,0,0
48_2,80_1,48_2-80_1,1128,9,0,10152,10152,0,0,0,0,0
48_2,84_1,48_2-84_1,1128,4,2,4510,4512,1,0,0,0,0
48_2,86_1,48_2-86_1,1128,3,0,3384,3384,0,0,0,0,0
48_2,87_1,48_2-87_1,1128,10,6,11274,11280,2,0,0,0,0
48_2,8_1,48_2-8_1,1128,4,8,4504,4512,2,0,673,0,0.149422735346
48_2,90_1,48_2-90_1,1128,118,97,133007,133104,28,0,0,0,0
48_2,91_1,48_2-91_1,1128,7,5,7891,7896,2,0,0,0,0
48_2,92_1,48_2-92_1,1128,38,35,42829,42864,15,0,0,0,0
48_2,93_1,48_2-93_1,1128,2,4,2252,2256,1,0,0,0,0
48_2,94_1,48_2-94_1,1128,3,9,3375,3384,2,0,0,0,0
48_2,96_1,48_2-96_1,1128,265,374,298546,298920,70,0,62,0,0.000207673189391
48_2,97_1,48_2-97_1,1128,287,460,323276,323736,81,0,1,0,3.09333201351e-06
48_2,98_1,48_2-98_1,1128,3,12,3372,3384,2,0,0,0,0
48_2,99_1,48_2-99_1,1128,2,1,2255,2256,1,0,0,0,0
48_2,99_2,48_2-99_2,1128,21,31,23657,23688,6,0,0,0,0
48_2,9_1,48_2-9_1,1128,2,0,2256,2256,0,0,198,0,0.0877659574468
48_2,9_2,48_2-9_2,1128,22,43,24773,24816,8,24,5060,0.558139534884,0.204254632059
4_1,4_2,4_1-4_2,5,5,0,25,25,0,0,0,0,0
4_1,4_3,4_1-4_3,5,16,0,80,80,0,0,18,0,0.225
4_1,50_1,4_1-50_1,5,56,0,280,280,0,0,76,0,0.271428571429
4_1,51_1,4_1-51_1,5,29,0,145,145,0,0,54,0,0.372413793103
4_1,52_1,4_1-52_1,5,68,2,338,340,1,0,56,0,0.165680473373
4_1,54_1,4_1-54_1,5,3,0,15,15,0,0,0,0,0
4_1,55_1,4_1-55_1,5,5,0,25,25,0,0,0,0,0
4_1,57_1,4_1-57_1,5,2,0,10,10,0,0,0,0,0
4_1,62_1,4_1-62_1,5,8,10,30,40,1,0,0,0,0
4_1,66_1,4_1-66_1,5,2,0,10,10,0,0,0,0,0
4_1,66_2,4_1-66_2,5,4,0,20,20,0,0,0,0,0
4_1,66_3,4_1-66_3,5,44,0,220,220,0,0,0,0,0
4_1,66_4,4_1-66_4,5,20,0,100,100,0,0,0,0,0
4_1,66_5,4_1-66_5,5,2547,18,12717,12735,3,0,0,0,0
4_1,67_1,4_1-67_1,5,2,0,10,10,0,0,0,0,0
4_1,67_2,4_1-67_2,5,15,0,75,75,0,0,0,0,0
4_1,68_1,4_1-68_1,5,3,0,15,15,0,0,0,0,0
4_1,69_1,4_1-69_1,5,20,0,100,100,0,0,0,0,0
4_1,69_2,4_1-69_2,5,2,0,10,10,0,0,0,0,0
4_1,69_3,4_1-69_3,5,6,0,30,30,0,0,0,0,0
4_1,70_1,4_1-70_1,5,6,0,30,30,0,0,0,0,0
4_1,71_1,4_1-71_1,5,2,0,10,10,0,0,0,0,0
4_1,72_1,4_1-72_1,5,13,0,65,65,0,0,0,0,0
4_1,74_1,4_1-74_1,5,4,0,20,20,0,0,0,0,0
4_1,75_1,4_1-75_1,5,13,0,65,65,0,0,0,0,0
4_1,76_1,4_1-76_1,5,3,0,15,15,0,0,0,0,0
4_1,76_2,4_1-76_2,5,59,0,295,295,0,0,0,0,0
4_1,76_3,4_1-76_3,5,8,0,40,40,0,0,0,0,0
4_1,77_1,4_1-77_1,5,2,0,10,10,0,0,0,0,0
4_1,77_2,4_1-77_2,5,15,0,75,75,0,0,0,0,0
4_1,78_1,4_1-78_1,5,6,0,30,30,0,0,0,0,0
4_1,78_2,4_1-78_2,5,4,0,20,20,0,0,0,0,0
4_1,78_3,4_1-78_3,5,11,0,55,55,0,0,0,0,0
4_1,80_1,4_1-80_1,5,9,0,45,45,0,0,0,0,0
4_1,84_1,4_1-84_1,5,4,0,20,20,0,0,0,0,0
4_1,86_1,4_1-86_1,5,3,0,15,15,0,0,0,0,0
4_1,87_1,4_1-87_1,5,10,0,50,50,0,0,0,0,0
4_1,8_1,4_1-8_1,5,4,4,16,20,1,0,1,0,0.0625
4_1,90_1,4_1-90_1,5,118,1,589,590,1,0,0,0,0
4_1,91_1,4_1-91_1,5,7,0,35,35,0,0,0,0,0
4_1,92_1,4_1-92_1,5,38,0,190,190,0,0,0,0,0
4_1,93_1,4_1-93_1,5,2,0,10,10,0,0,0,0,0
4_1,94_1,4_1-94_1,5,3,0,15,15,0,0,0,0,0
4_1,96_1,4_1-96_1,5,265,0,1325,1325,0,0,0,0,0
4_1,97_1,4_1-97_1,5,287,0,1435,1435,0,0,0,0,0
4_1,98_1,4_1-98_1,5,3,0,15,15,0,0,0,0,0
4_1,99_1,4_1-99_1,5,2,0,10,10,0,0,0,0,0
4_1,99_2,4_1-99_2,5,21,0,105,105,0,0,0,0,0
4_1,9_1,4_1-9_1,5,2,0,10,10,0,0,0,0,0
4_1,9_2,4_1-9_2,5,22,0,110,110,0,0,23,0,0.209090909091
4_2,4_3,4_2-4_3,5,16,0,80,80,0,0,10,0,0.125
4_2,50_1,4_2-50_1,5,56,0,280,280,0,0,25,0,0.0892857142857
4_2,51_1,4_2-51_1,5,29,0,145,145,0,0,35,0,0.241379310345
4_2,52_1,4_2-52_1,5,68,0,340,340,0,0,45,0,0.132352941176
4_2,54_1,4_2-54_1,5,3,0,15,15,0,0,0,0,0
4_2,55_1,4_2-55_1,5,5,0,25,25,0,0,0,0,0
4_2,57_1,4_2-57_1,5,2,0,10,10,0,0,0,0,0
4_2,62_1,4_2-62_1,5,8,0,40,40,0,0,0,0,0
4_2,66_1,4_2-66_1,5,2,0,10,10,0,0,0,0,0
4_2,66_2,4_2-66_2,5,4,0,20,20,0,0,0,0,0
4_2,66_3,4_2-66_3,5,44,0,220,220,0,0,0,0,0
4_2,66_4,4_2-66_4,5,20,0,100,100,0,0,0,0,0
4_2,66_5,4_2-66_5,5,2547,8,12727,12735,2,0,0,0,0
4_2,67_1,4_2-67_1,5,2,0,10,10,0,0,0,0,0
4_2,67_2,4_2-67_2,5,15,0,75,75,0,0,0,0,0
4_2,68_1,4_2-68_1,5,3,0,15,15,0,0,0,0,0
4_2,69_1,4_2-69_1,5,20,0,100,100,0,0,0,0,0
4_2,69_2,4_2-69_2,5,2,0,10,10,0,0,0,0,0
4_2,69_3,4_2-69_3,5,6,0,30,30,0,0,0,0,0
4_2,70_1,4_2-70_1,5,6,0,30,30,0,0,0,0,0
4_2,71_1,4_2-71_1,5,2,0,10,10,0,0,0,0,0
4_2,72_1,4_2-72_1,5,13,0,65,65,0,0,0,0,0
4_2,74_1,4_2-74_1,5,4,0,20,20,0,0,0,0,0
4_2,75_1,4_2-75_1,5,13,0,65,65,0,0,0,0,0
4_2,76_1,4_2-76_1,5,3,0,15,15,0,0,0,0,0
4_2,76_2,4_2-76_2,5,59,0,295,295,0,0,0,0,0
4_2,76_3,4_2-76_3,5,8,0,40,40,0,0,0,0,0
4_2,77_1,4_2-77_1,5,2,0,10,10,0,0,0,0,0
4_2,77_2,4_2-77_2,5,15,0,75,75,0,0,0,0,0
4_2,78_1,4_2-78_1,5,6,0,30,30,0,0,0,0,0
4_2,78_2,4_2-78_2,5,4,0,20,20,0,0,0,0,0
4_2,78_3,4_2-78_3,5,11,0,55,55,0,0,0,0,0
4_2,80_1,4_2-80_1,5,9,0,45,45,0,0,0,0,0
